name,experience,rating,review_text,likes,review_title,Unnamed: 4,Unnamed: 5
Ariel Piedrabuena,Local Guide · 22 reseñas · 27 fotos,4 estrellas:,"Tenes que tener paciencia a la hora de que resuelvan los problemas que puedas tener, y un poco de mala suerte si te cancelan vuelos, pero cuando andan bien, es un placer!",,,,
Viviana Heck,Local Guide · 64 reseñas · 178 fotos,4 estrellas:,"Si bien nos reprogramaron los vuelos, tanto de ida como de vuelta, no nos afectó ya que no teníamos problema en ese sentido, el resto de la experiencia fue muy bueno, desde el trato del personal en los aeropuertos como dentro del avión. Volvería a viajar con esta empresa!",,,,
Jose Luis Aquino,Local Guide · 174 reseñas · 187 fotos,5 estrellas:,"Tuve mí primer vuelo con Flybondi, y me hicieron sentir como si siempre hubiera volado con ellos!
La calidez del personal desde quien te recibe la maleta hasta el comandante de…",5.0,,,
Carelia Gajardo,46 reseñas · 2 fotos,5 estrellas:,Espectacular! Tanto el viaje de ida como de vuelta lo hice a través de esta empresa. Muy buena atención en ambos viajes!,,,,
Rocío Carbajo,3 reseñas · 1 foto,1 estrellas:,"Servicio desastroso, horario reprogramado, abordaje lento y tarde, y ahora 1 hora de espera (por ahora) adentro del avión sin aire acondicionado. Gente descompensándose, amontonada en la puerta porque no te dejan salir. Ni hablar del estado…",,,,
Barbara Benvenuto,6 reseñas · 2 fotos,5 estrellas:,"Muy buena experiencia.  Viajo cada mes y medio desde hace tres años y nunca defraudan. El personal es siempre muy buena onda y servicial.
Estas dos últimas veces salieron super puntual 🙂…",,,,
Leo Beer,Local Guide · 38 reseñas · 17 fotos,2 estrellas:,"Me cambiaron el horario, tanto de ida como de vuelta, también cambiaron el asiento donde había hecho el check-in con 48hr de anticipación. Un desastre, casi siempre salen atrasados sus vuelos. Los aviones son bastante ruidosos , nose si por…",,,,
Horacio Muruzeta,Local Guide · 29 reseñas · 41 fotos,1 estrellas:,"Me cambiaron el vuelo de vuelta, no existen los vuelos que figuran...
Pague Asientos a elección y no me los respetaron, terminamos viajando la familia todos separados,  me quisieron cobrar un equipaje, cuando también ya lo había…",,,,
Natalia Varela,12 reseñas,4 estrellas:,"Saqué los pasajes mentalizada en que nos iban a cancelar/plantar/ posponer etc... El viaje de ida se reprogramó 3 días antes (salimos al final 2 horas después de lo que habíamos comprado), esa ida salió todo perfecto, la vuelta era la…",,,,
Maria Silva,Local Guide · 6 reseñas · 9 fotos,5 estrellas:,Excelente primer experiencia con Flybondi!  El personal a bordo te cuida mucho y están en todo lo que uno necesita durante el vuelo. Lo volvería a elegir!,,,,
alberto gauna,Local Guide · 11 reseñas · 23 fotos,5 estrellas:,Muy buena la atención en cabina como en el embarque,,,,
Naara Rios,1 reseña,5 estrellas:,"Mi primera experiencia de viajar en avión fue increíble gracias a Flybondi. Desde su precio tan accesible, la atención amena del personal, la salida y el arribo a horario. Además, viajó mi gatito a bordo. Todo perfecto :)",,,,
Hector Budeguer,Local Guide · 476 reseñas · 22.477 fotos,2 estrellas:,Creería que con tantas re programaciones baja mucho la confianza. En el aire muy bien cualquier vuelo y ojo con los “engaños en la página y en el mostrados” al final te sale más caro que Aerolíneas Argentina . Yo no compraría pasajes a…,,,,
marcelo RAYMAN,Local Guide · 49 reseñas,1 estrellas:,"Me rompieron el carro de una valija nueva....
Quizá debería sumarlo al costo del pasaje y determinar si es efectivamente una low cost....no se hacen cargo...sólo dejar plasmada la bronca en el libro de quejas",,,,
Carlos Camacho,2 reseñas · 1 foto,4 estrellas:,El vuelo fue dentro de lo esperado. No teníamos refrigerio incluido así que nada que cuestionar. De igual forma la atención del personal tanto en vuelo como en el aeropuerto fue impecable. El punto bajo fue la demora de 30min según el programa para el despegue.,,,,
Mariela Soledad Echave,Local Guide · 178 reseñas · 11 fotos,4 estrellas:,"Viaje con está compañía y la verdad re bien... La tripulación de excelente atención, nos demoraron el vuelo unas horitas pero nos informaron unos días antes de hacerlo.…",,,,
Daniel Feredjian,Local Guide · 117 reseñas · 2 fotos,1 estrellas:,"Una empresa poco seria. Se la pasan cancelado vuelos.
Compras un pasaje 5 meses antes, te cancelan el vuelo y te devuelven la misma plata 5 meses después. Lindo negocio ese en Argentina no. Debut y despedida, no sacaré un pasaje más en esta aerolínea en la vida. Cómo clientes no debemos aceptar estos manejos.",5.0,,,
Matias Bornancini,Local Guide · 156 reseñas · 457 fotos,4 estrellas:,Ha viajado varias veces es Flybondi. Todas fueron excelentes experiencias. Los aviones están en muy buenas condiciones y la tripulación es siempre muy amable. La última vez se extravió mi valija. no sé si fue responsabilidad de la empresa o…,,,,
Rodrigo Mercado,2 reseñas · 39 fotos,5 estrellas:,"Excelente atención del personal. Y más que puntualidad, llegamos 40 minutos antes del horario indicado con un vuelo muy plácido",,,,
Federico Muñoz 19,2 reseñas,5 estrellas:,Vuelo aep igr _ igr aep. Ambos salieron a horario y llegaron 10 - 15 minutos antes de lo previsto. Atención telefónica y presencial tanto en los aeropuertos como abordo Impecable. A pesar del paro salvaje de intercargo hicieron lo imposible para cumplir. Servicio 10 de 10,,,,
Antonella León,2 reseñas,5 estrellas:,"Excelente servicio, viajamos a Bariloche e Iguazú con mi esposo. Todos los vuelos salieron a horario y nos avisaron que llegáramos antes a Ezeiza por la cantidad de gente que viajaba ese día.…",,,,
Gustavo García,3 reseñas,1 estrellas:,"La dejaron a mi pareja literalmente parada en brasil y quieren reprogramar el vuelo de hoy miercoles (que tardaron más de 15 hs en resolver) al domingo! Ni se dignaron en poner la cara y si el consulado acá no apretaba, no daban…",,,,
Eliana Meurer,Local Guide · 21 reseñas · 17 fotos,4 estrellas:,Nos faltó entender el tamaño del equipaje que incluía el pasaje. Tuvimos que pagar extra. Pero salió bien todo lo demás. Y el equipaje de bodega se tiene que despachar si o si 2 horas antes. El vuelo fue excelente,,,,
Ruben Vadela,1 reseña,2 estrellas:,Había calificado muy positivamente al vuelo de ida a Iguazú. Pero faltando menos de 24 hs para volver me anuncian por mail que el vuelo fue cancelado y eso no es lo malo. Ahí comencé obligado una lucha para llamar a un 0810 que daba…,,,,
Sebastian Ascarate,16 reseñas · 1 foto,2 estrellas:,"Que sea una empresa lowcost no significa que el personal pueda maltratarte y realizarte cargos unilateralmente. Mucho para mejorar...si podes elegir otra empresa, hacelo. El respeto no tiene precio.",,,,
ornela pi,18 reseñas · 9 fotos,1 estrellas:,"Pregunto lo mismo que otro usuario. No se puede poner 0 estrellas?
Me cambiaron el vuelo como 4 veces duran te 12 horas con la clara intención de que cancele. No atienden el teléfono. Una falta de respeto total. Estafadores.…",6.0,,,
Devora Escobar,2 reseñas,1 estrellas:,"Un desastre! Me reprogramaron el vuelo de Bariloche a Buenos Aires una semana antes, a un horario muy inconveniente! Logré encontrar uno más adecuado. El mismo día del vuelo, 6 hs antes lo volvieron a reprogramar para un horario más tarde,…",,,,
Cinthia Giomi,8 reseñas,5 estrellas:,"Viajamos a Bariloche por mucho menor costo que otras aerolíneas. Si bien hubo un retraso en el horario de partida, pudimos viajar sin problemas. Tanto la tripulación como el personal en los aeropuertos nos dieron un muy buen trato.",,,,
Melany Lorena,Local Guide · 86 reseñas · 125 fotos,5 estrellas:,"Yo sé que todos se quejan de Flybondi, que cancelan vuelos, que se retrasan, pero realmente yo todas las veces que viajé obtuve un servicio increíble. Puntuales, buena atención telefónica cuando tuve que hacer algún cambio, y los asientos…",,,,
Seba C,Local Guide · 117 reseñas · 1 foto,1 estrellas:,"la ida estuvo perfecta, la vuelta me la arruinaron, me cambiaron de Ezeiza a Aeroparque en 24 horas, cosa que Nos re complico, terminamos llegando a casa a las 3:00 AM cuando el vuelo aterrizó 23:30. Encima el micro que ofrecieron de…",,,,
noee liiaa,Local Guide · 30 reseñas · 7 fotos,1 estrellas:,La ida. Tenia el vuelo a las 6 am salio a las 9 de la mañana. La vuelta. Me reprogramaron el horario dos veces. Salia 18 termino saliendo 21:30. El avion se caia a pedazos. Sucio. Butacas con mas años que yo. Las bandejas rotas. Las…,,,,
Irina Fichman,5 reseñas,1 estrellas:,"Poner una estrella me parece un monton.  Tenía unas vacaciones programadas  y unas horas antes llega un mail informando que cancelan el vuelo, sin explicación, sin reprogramacion. Te avisan y manejate. Todas unas vacaciones programadas,…",,,,
juan cruz cortez,Local Guide · 115 reseñas · 713 fotos,5 estrellas:,"Tenia mala espina con el tema de los retrasos pero en mi experiencia personal fue excelente, ida y vuelta a salta desde córdoba sin ninguna demora , y a mitad de precio que jetsmart.",,,,
Noemi Nuñez,1 reseña,1 estrellas:,"La peor aerolinea que existe, no se dejen engañar por el precio , es la segunda vez qie me cancelan un vuelo a última hora , jugando con el tiempo y dinero de uno. Encima no me quieren realizar la devolución del vuelo, afirman que el vuelo…",,,,
Nicolas Rodolfo SANZ BARRERE,11 reseñas · 8 fotos,1 estrellas:,"Una estrella porque no se puede poner cero. Un papelón, me cancelaron un vuelo de Buenos Aires a Córdoba unas horas antes de que salga y me avisaron 2 minutos antes de las 23hs cuando cerraba el horario de atención al cliente, lo que no me…",,,,
Alberto Diaz,2 reseñas · 2 fotos,5 estrellas:,"Muy linda experiencia, la tripulación muy amable y cordial. 5 veces eh volado ya y salvo alguna demora, nada grave.muy buen trato de la tripulación",1.0,,,
Veronica Baritto,2 reseñas · 1 foto,5 estrellas:,"Mi experiencia fue excelente. Me atendieron muy bien tanto de ida como al regreso, el personal de a bordo muy amable, y ambos vuelos salieron puntuales sin inconvenientes",,,,
SAN 7I,5 reseñas · 2 fotos,5 estrellas:,"Mi primer experiencia de viaje desde SDE - AEP fue maravillosa, tripulantes de cabinas amables y un inconveniente con el asiento lo resolvieron de la mejor manera, volveria a viajar con Flybondi y recomendarlo? por supuesto!",,,,
Ruben Dario Herrera,3 reseñas · 1 foto,1 estrellas:,"Es la segunda vez que viajamos, horrible nos cancelaron el avion de regreso a Bs As avisando un par de horas antes x mail. Y la primera vez le rompieron la maleta a mi hija y nunca se hicieron cargo. HORRIBLE!!",,,,
jadir gonzalez,1 reseña,1 estrellas:,"Pésima experiencia con la aerolínea, deben haber entes de control que regulen el servicio tan paupérrimo, cancelan vuelos, no los reprograman ni contestan las lineas telefónicas debe acercarse uno a los puntos físicos, apesar de que me…",1.0,,,
Patricio R. SARSFIELD ESCOBAR,Local Guide · 70 reseñas · 119 fotos,5 estrellas:,Hola Flybondi.. Por esta vez debo decir y reconocer que cumplieron horario tal cual lo previsto.. Otras veces no.. Perdón pero es así. Son una caja de Pandora.. Gracias Flybondi y volveré a volar con ustedes!,,,,
Carlos Andres Manriquez,12 reseñas · 3 fotos,1 estrellas:,"JAMÁS  COMPREN EN ESTA AEROLÍNEA. En serio. Esta 4ta en cancelaciones a nivel MUNDIAL. Cancelan vuelos en el momento, o con muy pocas horas todo el tiempo, me lo hicieron varias veces. Anoche me cancelaron un vuelo para hoy. No te dan…",4.0,,,
Lucia Leites Sanchez,3 reseñas · 3 fotos,5 estrellas:,"Viaje a Ushuaia, no hubo ninguna demora, ningun atraso, el avion de ida era distinto al de vuelta, el de vuelta era mas amplio los asientos. El servicio en aeropuerto como cabina-tripulación todos muy amables y excelentes. GRACIAS",,,,
Vivi G.,Local Guide · 17 reseñas · 1 foto,1 estrellas:,"Les escribí a Atención al cliente pero no recibí respuesta, así que por aquí les cuento lo sucedido para que no pierdan su dinero ""comprando"" la ubicación de sus sillas:…",,,,
Malena Lasarte,9 reseñas,4 estrellas:,"Era la primera vez que viajaba con esta aerolínea bajo costo. Con mucho temor por las malas reseñas pero me sorprendió.
Si bien nos reprogramaron el vuelo, por lo tanto si tenes muy organizado un…",,,,
Victoria Pons,Local Guide · 14 reseñas · 44 fotos,1 estrellas:,"Buen día, me pongo en contacto porque realicé un pago que me salía ""pendiente"" y no me dejaba hacer el check in del vuelo. Después de pagarlo, y de mil intentos de comunicarme por teléfono me informan que esto no lo debería haber pagado ya…",2.0,,,
Monica Herrera,2 reseñas,1 estrellas:,Malísima malísima la aerolínea desde Buenos Aires a Florianópolis mas de 3 horas de demora en el vuelo. Hoy 24/07 vuelo cancelado sin previo aviso a los pasajeros más de 150 personas varadas en el aeropuerto de Florinopolis. contando con…,1.0,,,
viviana seoane,Local Guide · 36 reseñas · 12 fotos,1 estrellas:,Lo barato sale caro. Lo que ahorre de aéreo lo tuve que gastar en hotel y gastos extras ya que nos cancelaron el vuelo. Tuve que llamar (costó comunicarme con alguien que atienda el teléfono) y reprogramar para otro día. Por mail me…,,,,
Paula Rios,Local Guide · 42 reseñas,5 estrellas:,Tuvimos un excelente vuelo de cor a sal. Rescato mucho q cumplen el horario de partida. Excelente empresa super recomendado.,,,,
Caro Botto,2 reseñas · 1 foto,5 estrellas:,"Todo bien! Desde que saque pasajes, el vuelo a horario ida uy vuelta, muy buena atención. Realmente excelente !!",,,,
Beatriz America Cano,Local Guide · 105 reseñas · 27 fotos,5 estrellas:,"Amo volar y estos últimos tiempos, trato d usar esta aerolínea, por comodidad. Pero el día 28-2-2024. Reprogramaron mi vuelo, eso ocasionó un gasto extra considerable para mi economia. Ya que me tuve que dirigir,a Eseyza y no al Aerparque.…",,,,
Luz María Navarro,31 reseñas,1 estrellas:,"Son un verdadero desastre. Desde Abril hice mi solicitud de reembolso por un vuelo que USTEDES me cancelaron. Espero nadie compre con ellos, nadie te responde, la atención telefónica inexistente. No puede ser que nadie responda.",,,,
Alfredo I.,7 reseñas,4 estrellas:,"Todo el personal de la compañía es impecable. Los argentinos en particular tienen una calidad en su atención espectacular. Están 100% dispuestos a ayudar en lo que necessite el pasajero, antes de que este pida asistencia. Ahora bien, la…",,,,
Cristian Varela,Local Guide · 40 reseñas · 29 fotos,5 estrellas:,"Sinceramente tenia mis dudas pero la experiencia en esta aerolinea (la primera vez que volamos con ellos ) fue muy buena.
Lo unico es como hoy casi todas las aerolineas, que no dan ningun servicio a…",,,,
Sol Ushiñahua,Local Guide · 32 reseñas · 4 fotos,5 estrellas:,"De todas las veces que tuve la experiencia de viajar con flybondi, todas fueron absolutamente agradables y cumplieron con todo. Viajes cortos y seguros, a tiempo. A veces me han cambiado horarios, pero una hora más tarde o más temprano, lo cual realmente no me cambió en nada. Excelente servicio.",,,,
Patricia Beresovsky,2 reseñas · 1 foto,5 estrellas:,"Muy lindo viaje, excelente en cuanto a puntualidad y acompañamiento del personal en el aeropuerto y a bordo. Sin dudas, volvería a elegirlos, la experiencia fue muy placentera.",2.0,,,
